Genre,Movie Name,Year,Rating,Votes,Type,Detail/Main Story,Metascore
Fantasy,261. Shrek 2,2004,7.3?(498K),"Votes498,050",,"Shrek and Fiona travel to the Kingdom of Far Far Away, where Fiona's parents are King and Queen, to celebrate their marriage. When they arrive, they find they are not as welcome as they thought they would be.",75
Fantasy,262. Miracle Workers,2019?2023,7.1?(18K),"Votes18,352",TV Series,"A comedy set in the offices of Heaven Inc. When God plans to destroy the Earth, two low-level angels must convince their boss to save humanity. They bet him they can pull off their most impossible miracle yet: help two humans fall in love.",
Fantasy,263. Locke & Key,2020?2022,7.3?(96K),"Votes95,761",TV Series,"After their father is murdered under mysterious circumstances, the three Locke siblings and their mother move into their ancestral home, Keyhouse, which they discover is full of magical keys that may be connected to their father's death.",
Fantasy,264. H2O: Just Add Water,2006?2010,7.3?(18K),"Votes17,774",TV Series,Three girls become mermaids after a mysterious island transforms them and gives them special powers.,
Fantasy,265. SurrealEstate,2021?,7.1?(4.4K),"Votes4,416",TV Series,Realtor Luke Roman and an elite team of specialists handle the cases that no one else can: haunted and possessed houses that literally scare would-be buyers away.,
Fantasy,266. Shadowhunters: The Mortal Instruments,2016?2019,6.5?(69K),"Votes69,448",TV Series,"After her mother disappears, Clary must venture into the dark world of demon hunting, and embrace her new role among the Shadowhunters.",
Fantasy,267. Midnight in Paris,2011,7.6?(446K),"Votes446,262",,"While on a trip to Paris with his fiancee's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.",81
Fantasy,268. Click,2006,6.4?(353K),"Votes352,545",,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.,45
Fantasy,269. Ms. Marvel,2022,6.3?(117K),"Votes117,444",TV Mini Series,"Kamala, a superhero fan with an imagination--particularly when it comes to Captain Marvel--feels like she doesn't fit in at school and sometimes even at home, that is until she gets superpowers like the heroes she admires.",
Fantasy,270. Regular Show,2010?2017,8.5?(55K),"Votes55,359",TV Series,The surreal misadventures of two best friends - a blue jay and a raccoon - as they seek to liven up their mundane jobs as groundskeepers at the local park.,
Fantasy,271. Night at the Museum,2006,6.5?(373K),"Votes372,688",,A newly recruited night security guard at the Museum of Natural History discovers that an ancient curse causes the animals and exhibits on display to come to life and wreak havoc.,48
Fantasy,272. Sparkling Watermelon,2023?,9.0?(3.4K),"Votes3,411",TV Series,"""Sparkling Watermelon"" will tell the story of a boy living a double life between a model student and a band member who gets to time slip and meets his 18-year-old father. The two will build friendships there.",
Fantasy,273. Coraline,2009,7.7?(259K),"Votes259,308",,"An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",80
Fantasy,274. How to Train Your Dragon 2,2014,7.8?(359K),"Votes359,275",,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",77
Fantasy,275. Bleach: Thousand-Year Blood War,2022?,9.0?(34K),"Votes33,556",TV Series,"The peace is suddenly broken when warning sirens blare through the Soul Society. Residents are disappearing without a trace and nobody knows who's behind it. Meanwhile, a darkness is approaching Ichigo and his friends in Karakura Town.",
Fantasy,276. Luca,2021,7.4?(188K),"Votes188,050",,"On the Italian Riviera, an unlikely but strong friendship grows between a human being and a sea monster disguised as a human.",71
Fantasy,277. How to Train Your Dragon: The Hidden World,2019,7.4?(147K),"Votes147,033",,"When Hiccup discovers Toothless isn't the only Night Fury, he must seek the Hidden World, a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.",71
Fantasy,278. Sucker Punch,2011,6.0?(251K),"Votes251,182",,A young girl institutionalized by her abusive stepfather retreats to an alternative reality as a coping strategy and envisions a plan to help her escape.,33
Fantasy,279. Chilling Adventures of Sabrina,2018?2020,7.4?(107K),"Votes106,653",TV Series,"As her 16th birthday nears, Sabrina Spellman must reconcile her dual nature as a half-witch, half-mortal while fighting the evil forces that threaten her, her family, and the daylight world humans inhabit.",
Fantasy,280. Mandy,2018,6.5?(88K),"Votes87,861",,"The enchanted lives of a couple in a secluded forest are brutally shattered by a nightmarish hippie cult and their demon-biker henchmen, propelling a man into a spiraling, surreal rampage of vengeance.",82
Fantasy,281. Immortals,2011,6.0?(175K),"Votes175,328",,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",46
Fantasy,282. Star Wars: The Bad Batch,2021?2024,7.8?(49K),"Votes48,833",TV Series,The 'Bad Batch' of elite and experimental clones make their way through an ever-changing galaxy in the immediate aftermath of the Clone Wars.,
Fantasy,283. Valerian and the City of a Thousand Planets,2017,6.4?(195K),"Votes194,813",,"A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the universe.",51
Fantasy,284. Toy Story 4,2019,7.7?(276K),"Votes275,538",,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",84
Fantasy,285. The Legend of Hanuman,2021?,9.2?(12K),"Votes11,779",TV Series,"When the power-hungry Ravan tore through the world to unleash evil, in his way stood a humble vaanar awoken to his divinity to become an immortal legend.",
Fantasy,286. Underworld,2003,7.0?(283K),"Votes282,791",,"Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons.",42
Fantasy,287. Preacher,2016?2019,7.9?(80K),"Votes80,031",TV Series,"After a supernatural event at his church, a preacher enlists the help of a vampire and his ex to find God.",
Fantasy,288. The Croods,2013,7.2?(229K),"Votes229,394",,"After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.",55
Fantasy,289. Miraculous: Tales of Ladybug & Cat Noir,2015?,7.5?(15K),"Votes15,024",TV Series,"Marinette and Adrien, two normal teens, transform into the superheroes Ladybug and Cat Noir when a mysterious evil threatens to destroy Paris.",
Fantasy,290. Doctor Strange,2016,7.5?(794K),"Votes794,426",,"While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.",72
Fantasy,291. God of War: Ragnarok,2022,9.6?(16K),"Votes16,327",Video Game,"Kratos and his son Atreus face the oncoming Norse apocalypse, Ragnarok.",
Fantasy,292. Roald Dahl's Matilda the Musical,2022,7.0?(27K),"Votes27,418",,"An adaptation of the Tony and Olivier award-winning musical. Matilda tells the story of an extraordinary girl who, armed with a sharp mind and a vivid imagination, dares to take a stand to change her story with miraculous results.",72
Fantasy,293. The League of Extraordinary Gentlemen,2003,5.8?(183K),"Votes182,730",,"In an alternate Victorian Age world, a group of famous contemporary fantasy, science fiction, and adventure characters team up on a secret mission.",30
Fantasy,294. Haven,2010?2015,7.5?(41K),"Votes40,856",TV Series,"Many in the coastal town of Haven, Maine have a dormant curse or ""trouble"" that could trigger at any time for any reason. FBI agent Audrey Parker, the sheriff and the town's black sheep must deal with the troubles' deadly effects.",
Fantasy,295. Ghost Whisperer,2005?2010,6.5?(49K),"Votes49,284",TV Series,"A young woman, who can see and hear ghosts, tries to helps them resolve their issues and hopefully find peace.",
Fantasy,296. Misfits,2009?2013,8.2?(106K),"Votes106,390",TV Series,A group of young offenders doing community service gets struck by lightning during a storm and start to develop superpowers.,
Fantasy,297. Fate: The Winx Saga,2021?2022,6.8?(56K),"Votes56,011",TV Series,"A live-action adaptation of Nickelodeon's Winx Club (2004). It follows Bloom as she adjusts to life in the Otherworld, where she must learn to control her dangerous magical powers.",
Fantasy,298. Frozen 2,2019,6.8?(191K),"Votes191,102",,"Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom.",64
Fantasy,299. Krapopolis,2023?,6.2?(1.8K),"Votes1,822",TV Series,"Follows a flawed family of humans, gods, and monsters that tries to run one of the world's first cities without killing each other.",
Fantasy,300. Medium,2005?2011,7.1?(31K),"Votes30,660",TV Series,Suburban mom Allison DuBois attempts to balance family life with solving mysteries using her special gift. The dead send her visions of their deaths or other crimes while she sleeps.,
Fantasy,301. Salem,2014?2017,7.1?(25K),"Votes25,260",TV Series,Supernatural horror loosely based on Salem's 17th century witch trials.,
Fantasy,302. Wonder Woman 1984,2020,5.4?(289K),"Votes288,706",,"Diana must contend with a work colleague, and with a businessman whose desire for extreme wealth sends the world down a path of destruction, after an ancient artifact that grants wishes goes missing.",60
Fantasy,303. Ruby Gillman: Teenage Kraken,2023,5.7?(9K),"Votes8,957",,"A shy adolescent learns that she comes from a fabled royal family of legendary sea krakens and that her destiny lies in the depths of the waters, which is bigger than she could have ever imagined.",50
Fantasy,304. Tomorrowland: A World Beyond,2015,6.4?(190K),"Votes189,823",,"Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.",60
Fantasy,305. The Chronicles of Narnia: Prince Caspian,2008,6.5?(223K),"Votes223,197",,"The Pevensie siblings return to Narnia, where they are enlisted to once again help ward off an evil king and restore the rightful heir to the land's throne, Prince Caspian.",62
Fantasy,306. Pinocchio,2022,7.6?(110K),"Votes109,887",,"A father's wish magically brings a wooden boy to life in Italy, giving him a chance to care for the child.",79
Fantasy,307. The School for Good and Evil,2022,5.9?(35K),"Votes34,901",,Best friends Sophie and Agatha find themselves on opposing sides of an epic battle when they're swept away into an enchanted school where aspiring heroes and villains are trained to protect the balance between Good and Evil.,30
Fantasy,308. Lilo & Stitch,2002,7.3?(208K),"Votes208,400",,"A young and parentless girl adopts a 'dog' from the local pound, completely unaware that it's supposedly a dangerous scientific experiment that's taken refuge on Earth and is now hiding from its creator and those who see it as a menace.",74
Fantasy,309. Toy Story 3,2010,8.3?(883K),"Votes882,881",,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",92
Fantasy,310. The Twilight Saga: New Moon,2009,4.8?(297K),"Votes297,436",,"Edward leaves Bella after an attack that nearly claimed her life, and, in her depression, she falls into yet another difficult relationship - this time with her close friend, Jacob Black.",44
Fantasy,311. Goosebumps,2023?,6.7?(10K),"Votes10,037",TV Series,"A group of five high schoolers unleash supernatural forces upon their town. Now, they must work together in order to save it.",
Fantasy,312. The Twilight Saga: Eclipse,2010,5.1?(258K),"Votes258,289",,"As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.",58
Fantasy,313. The Change-Up,2011,6.3?(194K),"Votes193,977",,"Dave is a married man with three kids and a loving wife, and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain, lightning strikes and they switch bodies.",39
Fantasy,314. Ragnarok,2020?2023,7.4?(49K),"Votes48,831",TV Series,A small Norwegian town experiencing warm winters and violent downpours seems to be headed for Ragnarok -- unless someone intervenes in time.,
Fantasy,315. A Series of Unfortunate Events,2004,6.8?(219K),"Votes219,381",,"When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents' vast fortune.",62
Fantasy,316. Boruto: Naruto Next Generations,2017?2023,6.5?(28K),"Votes27,795",TV Series,"Son of Naruto Uzumaki, Boruto, follows his father's footsteps along with his friends to become great ninja. Throughout all their adventures, Boruto is determined to make his mark in the ninja world and live outside of his father's shadow.",
Fantasy,317. The Man from Earth,2007,7.8?(198K),"Votes197,699",,An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.,
Fantasy,318. Van Helsing,2004,6.1?(282K),"Votes281,736",,"The famed monster hunter is sent to Transylvania to stop Count Dracula, who is using Dr. Frankenstein's research and a werewolf for nefarious purposes.",35
Fantasy,319. It: Chapter Two,2019,6.5?(297K),"Votes296,522",,"Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.",58
Fantasy,320. Big Hero 6,2014,7.8?(494K),"Votes494,268",,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.",74
Fantasy,321. Elf,2003,7.1?(309K),"Votes308,743",,"Raised as an oversized elf, Buddy travels from the North Pole to New York City to meet his biological father, Walter Hobbs, who doesn't know he exists and is in desperate need of some Christmas spirit.",66
Fantasy,322. The Defenders,2017,7.2?(115K),"Votes115,066",TV Mini Series,"Set a few months after the events of the second season of Daredevil, and a month after the events of Iron Fist, the vigilantes Daredevil, Jessica Jones, Luke Cage, and Iron Fist team up in New York City to fight a common enemy: The Hand.",
Fantasy,323. Prince of Persia: The Sands of Time,2010,6.6?(302K),"Votes301,726",,A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.,50
Fantasy,324. The Mummy Returns,2001,6.4?(343K),"Votes342,804",,"The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror.",48
Fantasy,325. The Nevers,2021?2023,7.4?(27K),"Votes27,305",TV Series,"An epic tale following a gang of Victorian women who find themselves with unusual abilities, relentless enemies, and a mission that might change the world.",
Fantasy,326. Three Thousand Years of Longing,2022,6.7?(58K),"Votes58,071",,"A lonely scholar, on a trip to Istanbul, discovers a Djinn who offers her three wishes in exchange for his freedom.",60
Fantasy,327. Paddington 2,2017,7.8?(92K),"Votes91,833",,"Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen.",88
Fantasy,328. Mr. Nobody,2009,7.7?(244K),"Votes244,132",,"A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible.",63
Fantasy,329. Atlantis: The Lost Empire,2001,6.9?(132K),"Votes131,956",,A young linguist named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.,52
Fantasy,330. Wreck-It Ralph,2012,7.7?(453K),"Votes452,720",,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",72
Fantasy,331. The Three Musketeers,2011,5.7?(111K),"Votes111,450",,The hot-headed young D'Artagnan along with three former legendary but now down-on-their-luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,35
Fantasy,332. Tigers Are Not Afraid,2017,6.9?(8.7K),"Votes8,749",,A dark fairy tale about a gang of five children trying to survive the horrific violence of the cartels and the ghosts created every day by the drug war.,76
Fantasy,333. Raya and the Last Dragon,2021,7.3?(168K),"Votes168,376",,"In a realm known as Kumandra, a re-imagined Earth inhabited by an ancient civilization, a warrior named Raya is determined to find the last dragon.",74
Fantasy,334. Brave,2012,7.1?(437K),"Votes436,899",,"Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",69
Fantasy,335. Paddington,2014,7.3?(131K),"Votes131,181",,"A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven.",77
Fantasy,336. The Last Airbender,2010,4.0?(170K),"Votes170,469",,"Follows the adventures of Aang, a young successor to a long line of Avatars, who must master all four elements and stop the Fire Nation from enslaving the Water Tribes and the Earth Kingdom.",20
Fantasy,337. Triangle,2009,6.9?(128K),"Votes127,531",,"Five friends set sail and their yacht is overturned by a strange and sudden storm. A mysterious ship arrives to rescue them, and what happens next cannot be explained.",
Fantasy,338. Jungle Cruise,2021,6.6?(209K),"Votes209,286",,Based on Disneyland's theme park ride where a small riverboat takes a group of travelers through a jungle filled with dangerous animals and reptiles but with a supernatural element.,50
Fantasy,339. Nanny McPhee,2005,6.6?(84K),"Votes84,462",,A governess uses magic to rein in the behavior of seven ne'er-do-well children in her charge.,59
Fantasy,340. The Jungle Book,2016,7.4?(290K),"Votes289,814",,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo.",77
Fantasy,341. The Grinch,2018,6.4?(90K),"Votes89,845",,A grumpy Grinch plots to ruin Christmas for the village of Whoville.,51
Fantasy,342. The Emperor's New Groove,2000,7.4?(222K),"Votes222,111",,"Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder.",70
Fantasy,343. Sausage Party,2016,6.1?(208K),"Votes207,928",,A sausage strives to discover the truth about his existence.,66
Fantasy,344. Descendants,2015,6.3?(24K),"Votes24,263",TV Movie,The teenage son of the king and queen of Auradon offers the trouble-making children of villains a chance to attend prep school in the kingdom.,
Fantasy,345. Ghostbusters,2016,6.8?(242K),"Votes242,459",,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",60
Fantasy,346. Mary Poppins Returns,2018,6.7?(94K),"Votes94,268",,"A few decades after her original visit, Mary Poppins, the magical nanny, returns to help the Banks siblings and Michael's children through a difficult time in their lives.",66
Fantasy,347. Britannia,2017?2021,6.9?(18K),"Votes17,617",TV Series,"In 43 AD, the Roman Army returns to crush the Celtic heart of Britannia.",
Fantasy,348. Perfume: The Story of a Murderer,2006,7.5?(263K),"Votes263,491",,"Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.",56
Fantasy,349. Hellboy,2004,6.8?(347K),"Votes346,594",,"A demon raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness.",72
Fantasy,"350. Crouching Tiger, Hidden Dragon",2000,7.9?(280K),"Votes279,842",,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,94
Fantasy,351. Ella Enchanted,2004,6.3?(74K),"Votes73,735",,"Ella is under a spell to be constantly obedient, a fact she must hide from her new stepfamily in order to protect the prince of the land, her friend for whom she's falling.",53
Fantasy,352. Miss Peregrine's Home for Peculiar Children,2016,6.7?(186K),"Votes186,076",,"When Jacob (Asa Butterfield) discovers clues to a mystery that stretches across time, he finds Miss Peregrine's Home for Peculiar Children. But the danger deepens after he gets to know the residents and learns about their special powers.",57
Fantasy,353. This Is the End,2013,6.6?(432K),"Votes431,663",,"Six Los Angeles celebrities are stuck in James Franco's house after a series of devastating events just destroyed the city. Inside, the group not only have to face the apocalypse, but themselves.",67
Fantasy,354. Treasure Planet,2002,7.2?(131K),"Votes130,829",,"Jim Hawkins is a teenager who finds the map of a great treasure hidden by a space pirate. Together with some friends, he sets off in a large spaceship, shaped like a caravel, on his quest.",60
Fantasy,355. The Lego Batman Movie,2017,7.3?(170K),"Votes169,737",,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",75
Fantasy,356. Peter Pan,2003,6.8?(79K),"Votes79,308",,"The Darling family children receive a visit from Peter Pan, who takes them to Never Never Land where an ongoing war with the evil Pirate Captain Hook is taking place.",64
Fantasy,357. Pixels,2015,5.6?(157K),"Votes156,630",,"When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.",27
Fantasy,358. Moonrise Kingdom,2012,7.8?(365K),"Votes364,690",,"Two 12-year-olds, who live on an island, fall in love with each other and elope into the wilderness. While people set out on a search mission, a violent storm approaching them catches their attention.",84
Fantasy,359. Enter the Void,2009,7.2?(87K),"Votes87,002",,"An American drug dealer living in Tokyo is betrayed by his best friend and killed in a drug deal. His soul, observing the repercussions of his death, seeks resurrection.",69
Fantasy,360. Bruce Almighty,2003,6.8?(428K),"Votes428,302",,A whiny news reporter is given the chance to step into God's shoes.,46
Fantasy,361. Life of Pi,2012,7.9?(660K),"Votes660,448",,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",79
Fantasy,362. The Polar Express,2004,6.6?(239K),"Votes238,905",,"On Christmas Eve, a young boy embarks on a magical adventure to the North Pole on the Polar Express, while learning about friendship, bravery, and the spirit of Christmas.",61
Fantasy,363. The Eminence in Shadow,2022?2023,7.9?(5.5K),"Votes5,478",TV Series,"Cid Kagenou creates an elaborate plot to fight the Cult of Diabolos and builds his organization, the Shadow Garden.",
Fantasy,364. Wolf Pack,2023,6.5?(9.4K),"Votes9,417",TV Series,"A teenage boy and girl get their lives changed forever when a California wildfire awakens a terrifying supernatural creature. As the full moon rises, all teens come together to unravel the secret that connects them.",
Fantasy,365. A Cure for Wellness,2016,6.4?(108K),"Votes108,192",,"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem.",47
Fantasy,366. Sleepy Hollow,2013?2017,7.3?(64K),"Votes63,753",TV Series,Ichabod Crane is resurrected and pulled two and a half centuries through time to unravel a mystery that dates all the way back to the founding fathers.,
Fantasy,367. Castle Rock,2018?2019,7.5?(51K),"Votes50,609",TV Series,"Based on the stories of Stephen King, the series intertwines characters and themes from the fictional town of Castle Rock.",
Fantasy,368. Jujutsu Kaisen 0: The Movie,2021,7.8?(34K),"Votes34,273",,"The prequel to Jujutsu Kaisen (2020), where a high schooler gains control of an extremely powerful cursed spirit and gets enrolled in the Tokyo Prefectural Jujutsu High School by Jujutsu Sorcerers.",71
Fantasy,369. 1408,2007,6.8?(291K),"Votes291,082",,"A man who specialises in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",64
Fantasy,370. Maleficent,2014,6.9?(397K),"Votes396,727",,"A vengeful fairy is driven to curse an infant princess, only to discover that the child could be the one person who can restore peace to their troubled land.",56
Fantasy,371. The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,6.3?(165K),"Votes164,614",,"Lucy and Edmund Pevensie return to Narnia with their cousin Eustace where they meet up with Prince Caspian for a trip across the sea aboard the royal ship The Dawn Treader. Along the way they encounter dragons, dwarves, merfolk, and a band of lost warriors before reaching the edge of the world.",53
Fantasy,372. Van Helsing,2016?2021,6.2?(24K),"Votes23,946",TV Series,"Vanessa Helsing, distant relative of famous vampire hunter Abraham Van Helsing, is resurrected only to find that vampires have taken over the world.",
Fantasy,373. Hugo,2011,7.5?(335K),"Votes334,871",,"In 1931 Paris, an orphan living in the walls of a train station gets wrapped up in a mystery involving his late father and an automaton.",83
Fantasy,374. Luck,2022,6.4?(28K),"Votes27,816",,The curtain is pulled back on the millennia-old battle between the organizations of good luck and bad luck that secretly affects everyday lives.,48
Fantasy,375. Zom 100: Bucket List of the Dead,2023,7.7?(4.9K),"Votes4,884",TV Series,"A worker in a foreign finance company is bullied and worked around the clock, before a zombie outbreak finally makes him feel alive.",
Fantasy,376. Ponyo,2008,7.6?(160K),"Votes159,675",,"A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.",86
Fantasy,377. The Dark Tower,2017,5.6?(145K),"Votes144,759",,A boy haunted by visions of a dark tower from a parallel reality teams up with the tower's disillusioned guardian to stop an evil warlock known as the Man in Black who plans to use the boy to destroy the tower and open the gates of Hell.,34
Fantasy,378. Enchanted,2007,7.1?(215K),"Votes215,456",,"A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer.",75
Fantasy,379. The Lego Movie,2014,7.7?(384K),"Votes383,864",,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",83
Fantasy,380. Mulan,2020,5.8?(158K),"Votes157,607",,"To keep her ailing father from serving in the Imperial Army, a fearless young woman disguises herself as a man and battles northern invaders in China.",66
Fantasy,381. Bitten,2014?2016,6.9?(19K),"Votes19,081",TV Series,Elena navigates her life between the human world and the werewolf world as the only female of the species.,
Fantasy,382. Into the Woods,2014,5.9?(147K),"Votes147,089",,A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.,69
Fantasy,383. The Ghost and Molly McGee,2021?2024,7.5?(1.8K),"Votes1,757",TV Series,"A grumpy ghost named Scratch is eternally cursed to be in the presence of polar opposite Molly McGee, a cheerful tween.",
Fantasy,384. Hansel & Gretel: Witch Hunters,2013,6.1?(215K),"Votes215,323",,Brother/sister duo Hansel and Gretel are professional witch-hunters who help innocent villagers. One day they stumble upon a case that could hold the key to their past.,23
Fantasy,385. The Mortal Instruments: City of Bones,2013,5.8?(138K),"Votes138,218",,"When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called the Shadow World.",33
Fantasy,386. Cloudy with a Chance of Meatballs,2009,6.9?(254K),"Votes254,026",,A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know that things are about to take a turn for the worst.,66
Fantasy,387. The Gifted,2017?2019,7.2?(37K),"Votes37,388",TV Series,"In a world where mutated humans are treated with distrust and fear, an institute for mutants battles to achieve peaceful co-existence with humanity.",
Fantasy,388. Epic Movie,2007,2.4?(109K),"Votes109,024",,"A spoof on previous years' epic movies (The Da Vinci Code (2006), The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005) + 20 more), TV series, music videos and celebs. 4 orphans are on an epic adventure.",17
Fantasy,389. The Amazing World of Gumball,2011?2019,8.3?(40K),"Votes39,794",TV Series,The life of a twelve-year-old boy who happens to be a blue cat as he lives with his family and other strange creatures.,
Fantasy,390. Terminator: The Sarah Connor Chronicles,2008?2009,7.6?(62K),"Votes62,430",TV Series,"Set after the events in Terminator 2: Judgment Day (1991), Sarah Connor and her son, John, try to stay under-the-radar from the government, as they plot to destroy the computer network, Skynet, in hopes of preventing Armageddon.",
Fantasy,391. Kung Fu Panda 3,2016,7.1?(181K),"Votes180,823",,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home.",66
Fantasy,392. Dolittle,2020,5.6?(70K),"Votes70,252",,A physician who can talk to animals embarks on an adventure to find a legendary island with a young apprentice and a crew of strange pets.,26
Fantasy,393. The Amazing Digital Circus,2023?,8.2?(2.5K),"Votes2,488",TV Series,A woman gets trapped in a crazy virtual world along with five other humans and are now subject to the whims of wacky AI and their own personal traumas.,
Fantasy,394. The Croods: A New Age,2020,6.9?(52K),"Votes51,802",,"The prehistoric family the Croods are challenged by a rival family the Bettermans, who claim to be better and more evolved.",56
Fantasy,395. Spider-Man 2,2023,9.3?(5.7K),"Votes5,688",Video Game,"Spider-Men, Peter Parker and Miles Morales, return for an exciting new adventure in the critically acclaimed Marvel's Spider-Man franchise.",
Fantasy,396. Hilda,2018?2023,8.6?(13K),"Votes13,394",TV Series,"A fearless blue-haired girl named Hilda leaves the forest to go to town and find new friends, great adventures, magic and mysterious creatures who might be dangerous.",
Fantasy,397. Tumbbad,2018,8.2?(58K),"Votes57,738",,A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,
Fantasy,398. Thor: The Dark World,2013,6.8?(718K),"Votes717,947",,"When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster.",54
Fantasy,399. Castlevania: Nocturne,2023?,7.5?(12K),"Votes12,486",TV Series,"During the French Revolution, vampire hunter prodigy Richter Belmont fights to uphold his family's legacy and prevent the rise of a ruthless, power-hungry vampire.",
Fantasy,400. Teen Wolf: The Movie,2023,5.5?(14K),"Votes13,796",,"A terrifying evil has emerged. The wolves howl once again, but only a Werewolf like Scott McCall, can gather both new allies and reunite trusted friends to fight back against what could be the most powerful and deadliest enemy.",51
