Genre,Movie Name,Year,Rating,Votes,Type,Detail/Main Story,Metascore
Adventure,142. Howl's Moving Castle,2004,8.2?(438K),"Votes438,345",,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",82
Adventure,143. The Day After Tomorrow,2004,6.5?(472K),"Votes471,548",,"Jack Hall, paleoclimatologist, must make a daring trek from Washington, D.C. to New York City to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age.",47
Adventure,144. Soul,2020,8.0?(370K),"Votes370,488",,"After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife.",83
Adventure,145. Star Wars: The Clone Wars,2008?2020,8.4?(117K),"Votes117,379",TV Series,Jedi Knights lead the Grand Army of the Republic against the droid army of the Separatists.,
Adventure,146. Ratatouille,2007,8.1?(808K),"Votes808,291",,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,96
Adventure,147. Battlestar Galactica,2004?2009,8.7?(174K),"Votes174,065",TV Series,"When an old enemy, the Cylons, resurface and obliterate the 12 colonies, the crew of the aged Galactica protect a small civilian fleet - the last of humanity - as they journey toward the fabled 13th colony, Earth.",
Adventure,148. Kingsman: The Secret Service,2014,7.7?(708K),"Votes707,633",,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.",60
Adventure,149. Deadpool 2,2018,7.6?(633K),"Votes632,534",,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",66
Adventure,150. Guardians of the Galaxy,2014,8.0?(1.3M),"Votes1,260,062",,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,76
Adventure,151. Moana,2016,7.6?(370K),"Votes370,424",,"In ancient Polynesia, when a terrible curse incurred by the demigod Maui reaches Moana's island, she answers the Ocean's call to seek out Maui to set things right.",81
Adventure,152. Prey,2022,7.1?(222K),"Votes221,679",,"Naru, a skilled warrior of the Comanche Nation, fights to protect her tribe against one of the first highly-evolved Predators to land on Earth.",71
Adventure,153. Dam999,2011,6.5?(21K),"Votes20,791",,"After many years two mariners return to homeland with the hope of a new beginning, little did they know about a disaster that would change their destiny.",
Adventure,154. She-Hulk: Attorney at Law,2022,5.3?(188K),"Votes187,554",TV Series,"Jennifer Walters navigates the complicated life of a single, 30-something attorney who also happens to be a green 6-foot-7-inch superpowered Hulk.",
Adventure,155. Edge of Tomorrow,2014,7.9?(726K),"Votes726,088",,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",71
Adventure,156. Thor: Ragnarok,2017,7.9?(806K),"Votes806,039",,"Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarok, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",74
Adventure,157. Godzilla,2014,6.4?(434K),"Votes434,472",,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.",62
Adventure,158. Black Sails,2014?2017,8.2?(111K),"Votes111,485",TV Series,Follows Captain Flint and his pirates twenty years prior to Robert Louis Stevenson's classic novel "Treasure Island.",
Adventure,159. The Grand Budapest Hotel,2014,8.1?(875K),"Votes874,597",,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.",88
Adventure,160. Wild,2014,7.1?(137K),"Votes136,938",,"A chronicle of one woman's 1,100-mile solo hike undertaken as a way to recover from a recent personal tragedy.",74
Adventure,161. Harry Potter and the Deathly Hallows: Part 1,2010,7.7?(591K),"Votes590,926",,"As Harry, Ron and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.",65
Adventure,162. Harry Potter and the Order of the Phoenix,2007,7.5?(625K),"Votes624,919",,"With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.",71
Adventure,163. Shadow and Bone,2021?2023,7.5?(113K),"Votes112,805",TV Series,Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.,
Adventure,164. Baldur's Gate III,2023,9.7?(4K),"Votes3,959",Video Game,"Return to the Faerun in a tale of fellowship and betrayal, and the lure of absolute power. Mysterious abilities are awakening inside you. Resist, and turn darkness against itself. Or embrace corruption, and become ultimate evil.",
Adventure,165. Hunter x Hunter,2011?2014,9.0?(129K),"Votes128,691",TV Series,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks out his father, who left him when he was younger.",
Adventure,166. Frozen,2013,7.4?(657K),"Votes657,351",,"When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.",75
Adventure,167. Yu Yu Hakusho,2023,7.2?(6.8K),"Votes6,792",TV Series,"A teenager dies while saving a young kid and is given a chance to be resurrected, provided he works for the Spirit World as an investigator of supernatural crimes with his newly-given powers.",
Adventure,168. The Green Knight,2021,6.6?(114K),"Votes114,423",,A fantasy retelling of the medieval story of Sir Gawain and the Green Knight.,85
Adventure,169. Legacies,2018?2022,7.2?(36K),"Votes36,260",TV Series,"Hope Mikaelson, a tribrid daughter of a Vampire/Werewolf hybrid, makes her way in the world.",
Adventure,170. Clash of the Titans,2010,5.8?(291K),"Votes291,089",,"Perseus, a demigod and the son of Zeus, battles the minions of Hades and the Underworld in order to stop them from conquering Olympus and Earth.",39
Adventure,171. Into the Wild,2007,8.1?(652K),"Votes651,663",,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",73
Adventure,172. Scott Pilgrim Takes Off,2023,7.8?(14K),"Votes14,362",TV Series,"Scott Pilgrim meets the girl of his dreams, Ramona Flowers, only to find out her seven evil exes stand in the way of their love.",
Adventure,173. Godzilla: King of the Monsters,2019,6.0?(201K),"Votes200,865",,"The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah.",48
Adventure,174. Thor: Love and Thunder,2022,6.2?(392K),"Votes391,750",,"Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.",57
Adventure,175. The Lion King,2019,6.8?(264K),"Votes264,087",,"After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.",55
Adventure,176. Shazam! Fury of the Gods,2023,6.0?(120K),"Votes120,043",,"The film continues the story of teenage Billy Batson who, upon reciting the magic word ""SHAZAM!"" is transformed into his adult Super Hero alter ego, Shazam.",47
Adventure,177. Stardust,2007,7.6?(283K),"Votes282,877",,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",66
Adventure,178. Adrift,2018,6.6?(61K),"Votes61,065",,"A true story of survival, as a young couple's chance encounter leads them first to love, and then on the adventure of a lifetime as they face one of the most catastrophic hurricanes in recorded history.",56
Adventure,179. Adventure Time,2010?2018,8.6?(110K),"Votes109,534",TV Series,"A 12-year-old boy and his best friend, a wise 28-year-old dog with magical powers, go on a series of surreal adventures in a remote future.",
Adventure,180. The Lost City,2022,6.1?(152K),"Votes152,077",,A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.,60
Adventure,181. The Martian,2015,8.0?(910K),"Votes910,063",,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue.",80
Adventure,182. Stargate: Atlantis,2004?2009,8.1?(71K),"Votes70,928",TV Series,"An international team of scientists and military personnel discover a Stargate network in the Pegasus Galaxy and come face-to-face with a new, powerful enemy: The Wraith.",
Adventure,183. His Dark Materials,2019?2022,7.8?(83K),"Votes83,237",TV Series,A young girl is destined to liberate her world from the grip of the Magisterium which represses people's ties to magic and their animal spirits known as daemons.,
Adventure,184. Harry Potter and the Half-Blood Prince,2009,7.6?(588K),"Votes587,508",,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.",78
Adventure,185. Obi-Wan Kenobi,2022,7.1?(224K),"Votes224,291",TV Mini Series,"Jedi Master Obi-Wan Kenobi must save young Leia after she is kidnapped, all the while being pursued by Imperial Inquisitors and his former Padawan now known as Darth Vader.",
Adventure,186. Jurassic World Dominion,2022,5.6?(199K),"Votes198,946",,"Four years after the destruction of Isla Nublar, Biosyn operatives attempt to track down Maisie Lockwood, while Dr Ellie Sattler investigates a genetically engineered swarm of giant insects.",38
Adventure,187. Star Wars: The Rise of Skywalker,2019,6.4?(486K),"Votes486,093",,"In the riveting conclusion of the landmark Skywalker saga, new legends will be born-and the final battle for freedom is yet to come.",53
Adventure,188. Avengers: Infinity War,2018,8.4?(1.2M),"Votes1,181,799",,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,68
Adventure,189. Star Trek: Enterprise,2001?2005,7.5?(58K),"Votes58,193",TV Series,"A century before Captain Kirk's five-year mission, Jonathan Archer captains the United Earth ship Enterprise during the early years of Starfleet, leading up to the Earth-Romulan War and the formation of the Federation.",
Adventure,190. Naruto: Shippuden,2007?2017,8.7?(160K),"Votes160,412",TV Series,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village.",
